BioTIME,parsed,class,phylum,common
Unidentified medusae,NA,NA,NA,NA
Unidentified mosses,NA,NA,NA,NA
Unidentified mysid,NA,NA,NA,NA
Unidentified ophiuroid,NA,NA,NA,NA
Unidentified Owl,NA,NA,NA,NA
Unidentified Parakeet,NA,NA,NA,NA
Unidentified Parrot,NA,NA,NA,NA
Unidentified penguin,NA,NA,NA,NA
Unidentified peraclis,NA,NA,NA,NA
Unidentified plant,NA,NA,NA,NA
Unidentified prion,NA,NA,NA,NA
Unidentified Raptor,NA,NA,NA,NA
Unidentified rotifer,NA,NA,NA,NA
Unidentified Sandpiper,NA,NA,NA,NA
Unidentified seal,NA,NA,NA,NA
Unidentified sedge,NA,NA,NA,NA
Unidentified sherman,NA,NA,NA,NA
Unidentified skua,NA,NA,NA,NA
Unidentified sp,NA,NA,NA,NA
Unidentified sp1,NA,NA,NA,NA
Unidentified sp2,NA,NA,NA,NA
Unidentified sp3,NA,NA,NA,NA
Unidentified Sparrow,NA,NA,NA,NA
Unidentified Sparrow/Finch,NA,NA,NA,NA
Unidentified species,NA,NA,NA,NA
Unidentified storm-petrel,NA,NA,NA,NA
Unidentified Swallow,NA,NA,NA,NA
Unidentified Tanager,NA,NA,NA,NA
Unidentified tern,NA,NA,NA,NA
Unidentified thecosomata,NA,NA,NA,NA
Unidentified Thrasher,NA,NA,NA,NA
Unidentified Vireo,NA,NA,NA,NA
Unidentified Warbler,NA,NA,NA,NA
Unidentified whale,NA,NA,NA,NA
Unidentified Woodpecker,NA,NA,NA,NA
Unidentified Wren,NA,NA,NA,NA
Unid epitoniidae,Unid epitoniidae,NA,NA,NA
Unid eudendriidae,Unid eudendriidae,NA,NA,NA
Unid gammaridea,Unid gammaridea,NA,NA,NA
Unid holothuroidea,Unid holothuroidea,NA,NA,NA
Unid limnodriloidinae,Unid limnodriloidinae,NA,NA,NA
Unid maldanidae,Unid maldanidae,NA,NA,NA
Unid mysidae,Unid mysidae,NA,NA,NA
Unid neomegamphopidae,Unid neomegamphopidae,NA,NA,NA
Unid nudibranchia,Unid nudibranchia,NA,NA,NA
Unid onuphidae,Unid onuphidae,NA,NA,NA
Unid ophiurida,Unid ophiurida,NA,NA,NA
Unid ophiuroidea,Unid ophiuroidea,NA,NA,NA
Unid ostracoda,Unid ostracoda,NA,NA,NA
Unid phyllodocidae,Unid phyllodocidae,NA,NA,NA
Unid polychaeta,Unid polychaeta,NA,NA,NA
Unid porcellanidae,Unid porcellanidae,NA,NA,NA
Unid tellinidae,Unid tellinidae,NA,NA,NA
Unid tubificidae,Unid tubificidae,NA,NA,NA
Unid turbellaria,Unid turbellaria,NA,NA,NA
Unid turridae,Unid turridae,NA,NA,NA
Unindentified Hawk,Unindentified,NA,NA,NA
Unionicola,Unionicola,NA,NA,NA
Unionidae,Unionidae,Bivalvia,Mollusca,NA
Unionidae spa,Unionidae spa,Bivalvia,Mollusca,NA
Uniophora granifera,Uniophora granifera,Asteroidea,Echinodermata,NA
Uniramia,Uniramia,NA,NA,NA
UNJA,NA,NA,NA,NA
UNKI,NA,NA,NA,NA
Unknown,Unknown,NA,NA,NA
Unknown 1,Unknown,NA,NA,NA
Unknown 10,Unknown,NA,NA,NA
Unknown 11,Unknown,NA,NA,NA
Unknown 12,Unknown,NA,NA,NA
Unknown 13,Unknown,NA,NA,NA
Unknown 14,Unknown,NA,NA,NA
Unknown 15,Unknown,NA,NA,NA
Unknown 16,Unknown,NA,NA,NA
Unknown 17,Unknown,NA,NA,NA
Unknown 18,Unknown,NA,NA,NA
Unknown 19,Unknown,NA,NA,NA
Unknown1 sp1,NA,NA,NA,NA
Unknown2,NA,NA,NA,NA
Unknown 20,Unknown,NA,NA,NA
Unknown 21,Unknown,NA,NA,NA
Unknown 22,Unknown,NA,NA,NA
Unknown 23,Unknown,NA,NA,NA
Unknown 24,Unknown,NA,NA,NA
Unknown 25,Unknown,NA,NA,NA
Unknown 26,Unknown,NA,NA,NA
Unknown2 sp2,NA,NA,NA,NA
Unknown3,NA,NA,NA,NA
Unknown4,NA,NA,NA,NA
Unknown 5,Unknown,NA,NA,NA
Unknown 6,Unknown,NA,NA,NA
Unknown 8,Unknown,NA,NA,NA
Unknown algae,Unknown algae,NA,NA,NA
Unknown forb,Unknown forb,NA,NA,NA
Unknown fungi,Unknown fungi,NA,NA,NA
Unknown graminoid,Unknown graminoid,NA,NA,NA
Unknown grass,Unknown grass,NA,NA,NA
Unknown lichen,Unknown lichen,NA,NA,NA
Unknown moss,Unknown moss,NA,NA,NA
Unknown non-vascular,Unknown non-vascular,NA,NA,NA
Unknown rotifer,Unknown rotifer,NA,NA,NA
Unknown rotifer2,Unknown,NA,NA,NA
Unknown seedling,Unknown seedling,NA,NA,NA
Unknown sp1,Unknown,NA,NA,NA
Unknown sp2,Unknown,NA,NA,NA
Unknown sp3,Unknown,NA,NA,NA
Unknown sp4,Unknown,NA,NA,NA
Unknown sp5,Unknown,NA,NA,NA
Unknown sp6,Unknown,NA,NA,NA
Unknown sponge,Unknown sponge,NA,NA,NA
Unknown tunicate,Unknown tunicate,NA,NA,NA
Unknown vascular,Unknown vascular,NA,NA,NA
Unknown Yellow-rumped-Warbler,Unknown,NA,NA,NA
UNME,NA,NA,NA,NA
Unonopsis panamensis,Unonopsis panamensis,Magnoliopsida,Tracheophyta,vascular plants
Unonopsis pittieri,Unonopsis pittieri,Magnoliopsida,Tracheophyta,vascular plants
UNOR,NA,NA,NA,NA
UNOW,NA,NA,NA,NA
UNPA,NA,NA,NA,NA
UNPK,NA,NA,NA,NA
UNRA,NA,NA,NA,NA
UNSA,NA,NA,NA,NA
UNSF,NA,NA,NA,NA
UNSP,NA,NA,NA,NA
unspecifiable,NA,NA,NA,NA
UNST,NA,NA,NA,NA
UNSW,NA,NA,NA,NA
UNTA,NA,NA,NA,NA
UNTH,NA,NA,NA,NA
UNTO,NA,NA,NA,NA
UNVI,NA,NA,NA,NA
UNWA,NA,NA,NA,NA
UNWO,NA,NA,NA,NA
UNWR,NA,NA,NA,NA
UNYE,NA,NA,NA,NA
Upeneichthys lineatus,Upeneichthys lineatus,Actinopterygii,Chordata,fishes
Upeneichthys vlamingii,Upeneichthys vlamingii,Actinopterygii,Chordata,fishes
Upeneus asymmetricus,Upeneus asymmetricus,Actinopterygii,Chordata,fishes
Upeneus australiae,Upeneus australiae,Actinopterygii,Chordata,fishes
Upeneus bensasi,Upeneus bensasi,Actinopterygii,Chordata,fishes
Upeneus filifer,Upeneus filifer,Actinopterygii,Chordata,fishes
Upeneus japonicus,Upeneus japonicus,Actinopterygii,Chordata,fishes
Upeneus luzonius,Upeneus luzonius,Actinopterygii,Chordata,fishes
Upeneus moluccensis,Upeneus moluccensis,Actinopterygii,Chordata,fishes
Upeneus parvus,Upeneus parvus,Actinopterygii,Chordata,fishes
Upeneus pori,Upeneus pori,Actinopterygii,Chordata,fishes
Upeneus quadrilineatus,Upeneus quadrilineatus,Actinopterygii,Chordata,fishes
Upeneus sp,Upeneus,Actinopterygii,Chordata,fishes
Upeneus sp1,Upeneus,Actinopterygii,Chordata,fishes
Upeneus sp3,Upeneus,Actinopterygii,Chordata,fishes
Upeneus sp41,Upeneus,Actinopterygii,Chordata,fishes
Upeneus subvittatus,Upeneus subvittatus,Actinopterygii,Chordata,fishes
Upeneus sulphureus,Upeneus sulphureus,Actinopterygii,Chordata,fishes
Upeneus sundaicus,Upeneus sundaicus,Actinopterygii,Chordata,fishes
Upeneus tragula,Upeneus tragula,Actinopterygii,Chordata,fishes
Upeneus vittatus,Upeneus vittatus,Actinopterygii,Chordata,fishes
Upogebia,Upogebia,Malacostraca,Arthropoda,NA
Upogebia affinis,Upogebia affinis,Malacostraca,Arthropoda,NA
Upogebia deltaura,Upogebia deltaura,Malacostraca,Arthropoda,NA
Upogebia lepta,Upogebia lepta,Malacostraca,Arthropoda,NA
Upogebia macginitieorum,Upogebia macginitieorum,Malacostraca,Arthropoda,NA
Upogebia major,Upogebia major,Malacostraca,Arthropoda,NA
Upogebia operculata,Upogebia operculata,Malacostraca,Arthropoda,NA
Upogebia pugettensis,Upogebia pugettensis,Malacostraca,Arthropoda,NA
Upogebia pusilla,Upogebia pusilla,Malacostraca,Arthropoda,NA
Upogebia sakaii,Upogebia sakaii,Malacostraca,Arthropoda,NA
Upogebia sp,Upogebia,Malacostraca,Arthropoda,NA
Upogebia sp1,Upogebia,Malacostraca,Arthropoda,NA
Upogebia sp4,Upogebia,Malacostraca,Arthropoda,NA
Upogebia spa,Upogebia spa,Malacostraca,Arthropoda,NA
Upogebia spinistipula,Upogebia spinistipula,Malacostraca,Arthropoda,NA
Upogebia stellata,Upogebia stellata,Malacostraca,Arthropoda,NA
Upogebia yokoyai,Upogebia yokoyai,Malacostraca,Arthropoda,NA
Upogebiidae,Upogebiidae,Malacostraca,Arthropoda,NA
Upupa epops,Upupa epops,Aves,Chordata,birds
Uragus sibiricus,Uragus sibiricus,Aves,Chordata,birds
Uranoscopidae,Uranoscopidae,Actinopterygii,Chordata,fishes
Uranoscopus,Uranoscopus,Actinopterygii,Chordata,fishes
Uranoscopus bicinctus,Uranoscopus bicinctus,Actinopterygii,Chordata,fishes
Uranoscopus chinensis,Uranoscopus chinensis,Actinopterygii,Chordata,fishes
Uranoscopus cognatus,Uranoscopus cognatus,Actinopterygii,Chordata,fishes
Uranoscopus japonicus,Uranoscopus japonicus,Actinopterygii,Chordata,fishes
Uranoscopus oligolepis,Uranoscopus oligolepis,Actinopterygii,Chordata,fishes
Uranoscopus sp1,Uranoscopus,Actinopterygii,Chordata,fishes
Uranoscopus terrae-reginae,Uranoscopus terrae-reginae,Actinopterygii,Chordata,fishes
Uranoscopus terraereginae,Uranoscopus terraereginae,Actinopterygii,Chordata,fishes
Uranuscopus scaber,Uranuscopus scaber,Actinopterygii,Chordata,fishes
Uraspis helvola,Uraspis helvola,Actinopterygii,Chordata,fishes
Uraspis secunda,Uraspis secunda,Actinopterygii,Chordata,fishes
Uraspis uraspis,Uraspis uraspis,Actinopterygii,Chordata,fishes
Urasterias lincki,Urasterias lincki,Asteroidea,Echinodermata,NA
Urechidae,Urechidae,Polychaeta,NA,NA
Urera baccifera,Urera baccifera,Magnoliopsida,Tracheophyta,vascular plants
Urera bacifera,Urera bacifera,Magnoliopsida,Tracheophyta,vascular plants
Urgorri complanatus,Urgorri complanatus,Cryptophyceae,Cryptophyta,NA
Uria,Uria,Aves,Chordata,birds
Uria aalge,Uria aalge,Aves,Chordata,birds
Uria lomvia,Uria lomvia,Aves,Chordata,birds
Uria sp,Uria,Aves,Chordata,birds
Uristes entalladurus,Uristes entalladurus,Malacostraca,Arthropoda,NA
Urnalana margaritata,Urnalana margaritata,Malacostraca,Arthropoda,NA
Urnalana sp32126,Urnalana,Malacostraca,Arthropoda,NA
Urnalana whitei,Urnalana whitei,Malacostraca,Arthropoda,NA
Urobopyrus processae,Urobopyrus processae,Malacostraca,Arthropoda,NA
Urochloa decumbens,Urochloa decumbens,Liliopsida,Tracheophyta,vascular plants
Urochordate,Urochordate,NA,NA,NA
Uroconger lepturus,Uroconger lepturus,Actinopterygii,Chordata,fishes
Uroconger sp1,Uroconger,Actinopterygii,Chordata,fishes
Uroconger vicinus,Uroconger vicinus,Actinopterygii,Chordata,fishes
Urocorycaeus furcifer,Urocorycaeus furcifer,Hexanauplia,Arthropoda,NA
Urocorycaeus lautus,Urocorycaeus lautus,Hexanauplia,Arthropoda,NA
Urocorycaeus longistylis,Urocorycaeus longistylis,Hexanauplia,Arthropoda,NA
Uroderma bilobatum,Uroderma bilobatum,Mammalia,Chordata,mammals
Uroglena,Uroglena,Chrysophyceae,Ochrophyta,NA
Urogymnus asperrimus,Urogymnus asperrimus,Elasmobranchii,Chordata,fishes
Urolophus aurantiacus,Urolophus aurantiacus,Elasmobranchii,Chordata,fishes
Urolophus bucculentus,Urolophus bucculentus,Elasmobranchii,Chordata,fishes
Urolophus cruciatus,Urolophus cruciatus,Elasmobranchii,Chordata,fishes
Urolophus expansus,Urolophus expansus,Elasmobranchii,Chordata,fishes
Urolophus flavomosaicus,Urolophus flavomosaicus,Elasmobranchii,Chordata,fishes
Urolophus gigas,Urolophus gigas,Elasmobranchii,Chordata,fishes
Urolophus mitosis,Urolophus mitosis,Elasmobranchii,Chordata,fishes
Urolophus paucimaculatus,Urolophus paucimaculatus,Elasmobranchii,Chordata,fishes
Urolophus sufflavus,Urolophus sufflavus,Elasmobranchii,Chordata,fishes
Urolophus viridis,Urolophus viridis,Elasmobranchii,Chordata,fishes
Urolophus westraliensis,Urolophus westraliensis,Elasmobranchii,Chordata,fishes
Uromunna,Uromunna,Malacostraca,Arthropoda,NA
Uromunna hayesi,Uromunna hayesi,Malacostraca,Arthropoda,NA
Uromunna reynoldsi,Uromunna reynoldsi,Malacostraca,Arthropoda,NA
Uromunna sp2,Uromunna,Malacostraca,Arthropoda,NA
Uromunna spa,Uromunna spa,Malacostraca,Arthropoda,NA
Uromunna ubiquita,Uromunna ubiquita,Malacostraca,Arthropoda,NA
Urophycis,Urophycis,Actinopterygii,Chordata,fishes
Urophycis brasiliensis,Urophycis brasiliensis,Actinopterygii,Chordata,fishes
Urophycis chuss,Urophycis chuss,Actinopterygii,Chordata,fishes
Urophycis cirrata,Urophycis cirrata,Actinopterygii,Chordata,fishes
Urophycis earllii,Urophycis earllii,Actinopterygii,Chordata,fishes
Urophycis floridana,Urophycis floridana,Actinopterygii,Chordata,fishes
Urophycis mystacea,Urophycis mystacea,Actinopterygii,Chordata,fishes
Urophycis regia,Urophycis regia,Actinopterygii,Chordata,fishes
Urophycis sp,Urophycis,Actinopterygii,Chordata,fishes
Urophycis tenui,Urophycis tenui,Actinopterygii,Chordata,fishes
Urophycis tenuis,Urophycis tenuis,Actinopterygii,Chordata,fishes
Urophyllum glabrum,Urophyllum glabrum,Magnoliopsida,Tracheophyta,vascular plants
Urophyllum hirsutum,Urophyllum hirsutum,Magnoliopsida,Tracheophyta,vascular plants
Urophysis sp,Urophysis,Actinopterygii,Chordata,fishes
Uropterygius concolor,Uropterygius concolor,Actinopterygii,Chordata,fishes
Uropterygius micropterus,Uropterygius micropterus,Actinopterygii,Chordata,fishes
Urosalpinx,Urosalpinx,Gastropoda,Mollusca,NA
Urosalpinx cinera,Urosalpinx cinera,Gastropoda,Mollusca,NA
Urosalpinx cinerea,Urosalpinx cinerea,Gastropoda,Mollusca,NA
Urosalpinx perrugata,Urosalpinx perrugata,Gastropoda,Mollusca,NA
Urosalpinx tampaensis,Urosalpinx tampaensis,Gastropoda,Mollusca,NA
Urosolenia eriensis,Urosolenia eriensis,Bacillariophyceae,Ochrophyta,NA
Urosolenia longiseta,Urosolenia longiseta,Bacillariophyceae,Ochrophyta,NA
Urosphena squameiceps,Urosphena squameiceps,Aves,Chordata,birds
Urospora,Urospora,NA,NA,NA
Urospora bangioides,Urospora bangioides,Ulvophyceae,Chlorophyta,NA
Urospora penicilliformis,Urospora penicilliformis,Ulvophyceae,Chlorophyta,NA
Urospora wormskioldii,Urospora wormskioldii,Ulvophyceae,Chlorophyta,NA
Urothoe,Urothoe,Malacostraca,Arthropoda,NA
Urothoe brevicornis,Urothoe brevicornis,Malacostraca,Arthropoda,NA
Urothoe denticulata,Urothoe denticulata,Malacostraca,Arthropoda,NA
Urothoe elegans,Urothoe elegans,Malacostraca,Arthropoda,NA
Urothoe marina,Urothoe marina,Malacostraca,Arthropoda,NA
Urothoe poseidonis,Urothoe poseidonis,Malacostraca,Arthropoda,NA
Urothoe pulchella,Urothoe pulchella,Malacostraca,Arthropoda,NA
Urothoe sp,Urothoe,Malacostraca,Arthropoda,NA
Urothoe spec,Urothoe spec,Malacostraca,Arthropoda,NA
Urothoe varvarini,Urothoe varvarini,Malacostraca,Arthropoda,NA
Ursinia paleacea,Ursinia paleacea,Magnoliopsida,Tracheophyta,vascular plants
Ursinia tenuifolia,Ursinia tenuifolia,Magnoliopsida,Tracheophyta,vascular plants
URST,NA,NA,NA,NA
Ursus maritimus,Ursus maritimus,Mammalia,Chordata,mammals
Ursus thibetanus,Ursus thibetanus,Mammalia,Chordata,mammals
Urtica dioica,Urtica dioica,Magnoliopsida,Tracheophyta,vascular plants
Urticina,Urticina,Anthozoa,Cnidaria,NA
Urticina eques,Urticina eques,Anthozoa,Cnidaria,NA
Urticina felina,Urticina felina,Anthozoa,Cnidaria,NA
Urticina lofotensis,Urticina lofotensis,Anthozoa,Cnidaria,NA
Urticina piscivora,Urticina piscivora,Anthozoa,Cnidaria,NA
Urticina sp,Urticina,Anthozoa,Cnidaria,NA
Ussuriana michaelis,Ussuriana michaelis,Insecta,Arthropoda,NA
Uta stansburiana,Uta stansburiana,Reptilia,Chordata,NA
Ute ensata,Ute ensata,Calcarea,Porifera,NA
Uteriporus vulgaris,Uteriporus vulgaris,NA,NA,NA
Uthatobasidium ochraceum,Uthatobasidium ochraceum,Agaricomycetes,Basidiomycota,NA
Utricularia sp,Utricularia,Magnoliopsida,Tracheophyta,vascular plants
UYRW,NA,NA,NA,NA
Vaccinium angustifolium,Vaccinium angustifolium,Magnoliopsida,Tracheophyta,vascular plants
Vaccinium microcarpum,Vaccinium microcarpum,Magnoliopsida,Tracheophyta,vascular plants
Vaccinium myrtillus,Vaccinium myrtillus,Magnoliopsida,Tracheophyta,vascular plants
Vaccinium uliginosum,Vaccinium uliginosum,Magnoliopsida,Tracheophyta,vascular plants
Vaccinium vitis-idaea,Vaccinium vitis-idaea,Magnoliopsida,Tracheophyta,vascular plants
Vaccinium vitis.idaea,Vaccinium,Magnoliopsida,Tracheophyta,vascular plants
Vachellia melanoceras,Vachellia melanoceras,Magnoliopsida,Tracheophyta,vascular plants
Vaginulus occientalis,Vaginulus occientalis,Gastropoda,Mollusca,NA
Vagrans egista,Vagrans egista,Insecta,Arthropoda,NA
Valamugil cunnesius,Valamugil cunnesius,Actinopterygii,Chordata,fishes
Valamugil cunnesius?,Valamugil,Actinopterygii,Chordata,fishes
Valbyteuthis danae,Valbyteuthis danae,Cephalopoda,Mollusca,NA
Valdemunitella fraudatrix,Valdemunitella fraudatrix,Gymnolaemata,Bryozoa,NA
Valdemunitella hara,Valdemunitella hara,Gymnolaemata,Bryozoa,NA
Valdemunitella pyrula,Valdemunitella pyrula,Gymnolaemata,Bryozoa,NA
Valdemunitella valdemunita,Valdemunitella valdemunita,Gymnolaemata,Bryozoa,NA
Valdiviella minor,Valdiviella minor,Hexanauplia,Arthropoda,NA
Valdiviella oligarthra,Valdiviella oligarthra,Hexanauplia,Arthropoda,NA
Valencienna strigata,Valencienna strigata,Actinopterygii,Chordata,fishes
Valenciennea helsdingenii,Valenciennea helsdingenii,Actinopterygii,Chordata,fishes
Valenciennea sp41,Valenciennea,Actinopterygii,Chordata,fishes
Valenciennea strigata,Valenciennea strigata,Actinopterygii,Chordata,fishes
Valenciennea wardii,Valenciennea wardii,Actinopterygii,Chordata,fishes
Valenciennellus,Valenciennellus,Actinopterygii,Chordata,fishes
Valenciennellus tripunctulatus,Valenciennellus tripunctulatus,Actinopterygii,Chordata,fishes
Valencinia longirostris,Valencinia longirostris,Pilidiophora,Nemertea,NA
Valeriana capitata,Valeriana capitata,Magnoliopsida,Tracheophyta,vascular plants
Valeriana dioica,Valeriana dioica,Magnoliopsida,Tracheophyta,vascular plants
Valkeria uva,Valkeria uva,Gymnolaemata,Bryozoa,NA
Vallisneria americana,Vallisneria americana,Liliopsida,Tracheophyta,vascular plants
Valonia,Valonia,NA,NA,NA
Valonia aegagropila,Valonia aegagropila,Ulvophyceae,Chlorophyta,NA
Valonia fastigiata,Valonia fastigiata,Ulvophyceae,Chlorophyta,NA
Valonia macrophysa,Valonia macrophysa,Ulvophyceae,Chlorophyta,NA
Valonia sp,Valonia,NA,NA,NA
Valonia utricularis,Valonia utricularis,Ulvophyceae,Chlorophyta,NA
Valoniopsis pachynema,Valoniopsis pachynema,Ulvophyceae,Chlorophyta,NA
Valvata,Valvata,Gastropoda,Mollusca,NA
Valvata lewisi,Valvata lewisi,Gastropoda,Mollusca,NA
Valvata piscinalis,Valvata piscinalis,Gastropoda,Mollusca,NA
Valvata sincera,Valvata sincera,Gastropoda,Mollusca,NA
Valvata tricarinata,Valvata tricarinata,Gastropoda,Mollusca,NA
Valvifera,Valvifera,NA,NA,NA
Vampyressa bidens,Vampyressa bidens,Mammalia,Chordata,mammals
Vampyressa brocki,Vampyressa brocki,Mammalia,Chordata,mammals
Vampyressa nymphaea,Vampyressa nymphaea,Mammalia,Chordata,mammals
Vampyressa pusilla,Vampyressa pusilla,Mammalia,Chordata,mammals
Vampyrodes caraccioli,Vampyrodes caraccioli,Mammalia,Chordata,mammals
Vampyromorpha,Vampyromorpha,Cephalopoda,Mollusca,NA
Vampyrosternus kratochvili,Vampyrosternus kratochvili,NA,NA,NA
Vampyroteuthis infernalis,Vampyroteuthis infernalis,Cephalopoda,Mollusca,NA
Vampyrum spectrum,Vampyrum spectrum,Mammalia,Chordata,mammals
Vanacampus margaritifer,Vanacampus margaritifer,Actinopterygii,Chordata,fishes
Vanellus cinereus,Vanellus cinereus,Aves,Chordata,birds
Vanellus vanellus,Vanellus vanellus,Aves,Chordata,birds
Vanessa atalanta,Vanessa atalanta,Insecta,Arthropoda,NA
Vanessa cardui,Vanessa cardui,Insecta,Arthropoda,NA
Vanessa indica,Vanessa indica,Insecta,Arthropoda,NA
Vantanea depleta,Vantanea depleta,Magnoliopsida,Tracheophyta,vascular plants
Vanvoorstia,Vanvoorstia,Florideophyceae,Rhodophyta,NA
Vanvoorstia spectabilis,Vanvoorstia spectabilis,Florideophyceae,Rhodophyta,NA
Varanus gouldii,Varanus gouldii,Reptilia,Chordata,NA
Varanus tristis,Varanus tristis,Reptilia,Chordata,NA
Vargula,Vargula,Ostracoda,Arthropoda,NA
Vargula bullae,Vargula bullae,Ostracoda,Arthropoda,NA
Vargula tsujii,Vargula tsujii,Ostracoda,Arthropoda,NA
Varicorbula,Varicorbula,Bivalvia,Mollusca,NA
Varicorbula operculata,Varicorbula operculata,Bivalvia,Mollusca,NA
Variola albimarginata,Variola albimarginata,Actinopterygii,Chordata,fishes
Variola louti,Variola louti,Actinopterygii,Chordata,fishes
Varohios sp1,Varohios,Malacostraca,Arthropoda,NA
Varunidae,Varunidae,Malacostraca,Arthropoda,NA
Vasconcellea cauliflora,Vasconcellea cauliflora,Magnoliopsida,Tracheophyta,vascular plants
Vasignyella otophora,Vasignyella otophora,Gymnolaemata,Bryozoa,NA
VASW,NA,NA,NA,NA
Vatairea macrocarpa,Vatairea macrocarpa,Magnoliopsida,Tracheophyta,vascular plants
Vateria indica,Vateria indica,Magnoliopsida,Tracheophyta,vascular plants
Vatica bella,Vatica bella,Magnoliopsida,Tracheophyta,vascular plants
Vatica maingayi,Vatica maingayi,Magnoliopsida,Tracheophyta,vascular plants
Vatica pauciflora,Vatica pauciflora,Magnoliopsida,Tracheophyta,vascular plants
Vaucheria,Vaucheria,Xanthophyceae,Ochrophyta,NA
Vaucheria arcassonensis,Vaucheria arcassonensis,Xanthophyceae,Ochrophyta,NA
Vaucheriaceae,Vaucheriaceae,Xanthophyceae,Ochrophyta,NA
Vaucheria thuretii,Vaucheria thuretii,Xanthophyceae,Ochrophyta,NA
Vaunthompsonia,Vaunthompsonia,Malacostraca,Arthropoda,NA
Vaunthompsonia cristata,Vaunthompsonia cristata,Malacostraca,Arthropoda,NA
Vaunthompsonia floridana,Vaunthompsonia floridana,Malacostraca,Arthropoda,NA
Vaunthompsonia inermis,Vaunthompsonia inermis,Malacostraca,Arthropoda,NA
Vaunthompsonia meridionalis,Vaunthompsonia meridionalis,Malacostraca,Arthropoda,NA
Vaunthompsonia minor,Vaunthompsonia minor,Malacostraca,Arthropoda,NA
Vaunthompsonia sp2,Vaunthompsonia,Malacostraca,Arthropoda,NA
Vaunthompsoniinae,Vaunthompsoniinae,NA,NA,NA
Vauntompsonia,Vauntompsonia,Malacostraca,Arthropoda,NA
Vauxs Swift,Vauxs,NA,NA,NA
Vavaea amicorum,Vavaea amicorum,Magnoliopsida,Tracheophyta,vascular plants
VEFL,NA,NA,NA,NA
Velella velella,Velella velella,Hydrozoa,Cnidaria,NA
Velifer hypselopterus,Velifer hypselopterus,Actinopterygii,Chordata,fishes
Velleius dilatatus,Velleius dilatatus,Insecta,Arthropoda,NA
Vellereophyton dealbatum,Vellereophyton dealbatum,Magnoliopsida,Tracheophyta,vascular plants
Velutina,Velutina,Gastropoda,Mollusca,NA
Velutina laevigata,Velutina laevigata,Gastropoda,Mollusca,NA
Velutina plicatilis,Velutina plicatilis,Gastropoda,Mollusca,NA
Velutina undata,Velutina undata,Gastropoda,Mollusca,NA
Velutina velutina,Velutina velutina,Gastropoda,Mollusca,NA
Venatomya truncata,Venatomya truncata,Bivalvia,Mollusca,NA
Venefica,Venefica,Actinopterygii,Chordata,fishes
Venefica proboscidea,Venefica proboscidea,Actinopterygii,Chordata,fishes
Venefica procera,Venefica procera,Actinopterygii,Chordata,fishes
Veneracea,Veneracea,NA,NA,NA
Venericardia borealis,Venericardia borealis,Bivalvia,Mollusca,NA
Venericardia sp1,Venericardia,Bivalvia,Mollusca,NA
Veneridae,Veneridae,Bivalvia,Mollusca,NA
Veneridae genus1,Veneridae,Bivalvia,Mollusca,NA
Veneridae genus2,Veneridae,Bivalvia,Mollusca,NA
Veneroida,Veneroida,NA,NA,NA
Venerupis,Venerupis,Bivalvia,Mollusca,NA
Venerupis corrugata,Venerupis corrugata,Bivalvia,Mollusca,NA
Venerupis philippinarum,Venerupis philippinarum,Bivalvia,Mollusca,NA
Venerupis pullastra,Venerupis pullastra,Bivalvia,Mollusca,NA
Venerupis senegalensis,Venerupis senegalensis,Bivalvia,Mollusca,NA
Ventricaria nutrix,Ventricaria nutrix,NA,NA,NA
Ventricaria sp1,Ventricaria,NA,NA,NA
Ventricaria ventricosa,Ventricaria ventricosa,Ulvophyceae,Chlorophyta,NA
Ventricolaria rugatina,Ventricolaria rugatina,Bivalvia,Mollusca,NA
Ventrifossa macropogon,Ventrifossa macropogon,Actinopterygii,Chordata,fishes
Ventrifossa macroptera,Ventrifossa macroptera,Actinopterygii,Chordata,fishes
Ventrifossa mucocephalus,Ventrifossa mucocephalus,Actinopterygii,Chordata,fishes
Ventrifossa nigromaculata,Ventrifossa nigromaculata,Actinopterygii,Chordata,fishes
Ventrifossa occidentalis,Ventrifossa occidentalis,Actinopterygii,Chordata,fishes
Ventrifossa rhipidodorsalis,Ventrifossa rhipidodorsalis,Actinopterygii,Chordata,fishes
Ventrifossa sp1,Ventrifossa,Actinopterygii,Chordata,fishes
Ventrifossa sp2,Ventrifossa,Actinopterygii,Chordata,fishes
Ventromma halecioides,Ventromma halecioides,Hydrozoa,Cnidaria,NA
Ventrosia ventrosa,Ventrosia ventrosa,Gastropoda,Mollusca,NA
Ventsia tricarinata,Ventsia tricarinata,Gastropoda,Mollusca,NA
Venus,Venus,Bivalvia,Mollusca,NA
Venus fasciata,Venus fasciata,Bivalvia,Mollusca,NA
Venusia cambrica,Venusia cambrica,Insecta,Arthropoda,NA
Venusia duodecemlineata,Venusia duodecemlineata,Insecta,Arthropoda,NA
Venusia pearsalli,Venusia pearsalli,Insecta,Arthropoda,NA
Venus verrucosa,Venus verrucosa,Bivalvia,Mollusca,NA
