user_supplied_name,submitted_name,matched_name,data_source_title,score
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chrysiptera brownriggi (Bennett, 1828)",The Interim Register of Marine and Nonmarine Genera,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chrysiptera brownriggii (Bennett, 1828)",The Interim Register of Marine and Nonmarine Genera,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chrysiptera brownriggi (Bennett, 1828)",World Register of Marine Species,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chrysiptera brownriggii (Bennett, 1828)",World Register of Marine Species,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chrysiptera brownriggi (Bennett, 1828)",GBIF Backbone Taxonomy,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chrysiptera brownriggii (Bennett, 1828)",GBIF Backbone Taxonomy,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,Chrysiptera brownriggii,Encyclopedia of Life,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,Chrysiptera brownriggii (Bennett 1828),Catalog of Fishes,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chrysiptera brownriggii (Bennett, 1828)",The National Checklist of Taiwan,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chrysiptera brownriggi (Bennett, 1828)",FishBase,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chrysiptera brownriggii (Bennett, 1828)",FishBase,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chrysiptera brownriggi (Bennett, 1828)",BioLib.cz,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chrysiptera brownriggii (Bennett, 1828)",BioLib.cz,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chrysiptera brownriggii (Bennett, 1828)",nlbif,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,Chrysiptera brownriggi,Index to Organism Names,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chrysiptera brownriggi (Bennett, 1828)",uBio NameBank,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,Chrysiptera brownriggi,uBio NameBank,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chrysiptera brownriggii (Bennett, 1828)",uBio NameBank,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,Chrysiptera brownriggii,uBio NameBank,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,Chrysiptera brownriggi,Arctos,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,Chrysiptera brownriggii,Arctos,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,Chrysiptera brownriggii,FishBase Cache,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,Chrysiptera brownriggii,Open Tree of Life Reference Taxonomy,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,Chrysiptera brownriggii,iNaturalist,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chrysiptera brownriggii (Bennett, 1828)",MCZbase,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chryseptera brownriggii (Bennett, 1828)",Catalogue of Life - June 2021,0.75
Chrysiptera brownrigii,Chrysiptera brownrigii,"Chryseptera brownriggii (Bennett, 1828)",GBIF Backbone Taxonomy,0.75
Cichlasoma uropthalmus,Cichlasoma uropthalmus,Cichlasoma uropthalmus,Index to Organism Names,0.988
Cinnamomum sintoc,Cinnamomum sintoc,Cinnamomum sintoc,National Center for Biotechnology Information,0.988
Cinnamomum sintoc,Cinnamomum sintoc,Cinnamomum sintoc,Encyclopedia of Life,0.988
Cinnamomum sintoc,Cinnamomum sintoc,Cinnamomum sintoc,The International Plant Names Index,0.988
Cinnamomum sintoc,Cinnamomum sintoc,Cinnamomum sintoc,uBio NameBank,0.988
Cinnamomum sintoc,Cinnamomum sintoc,Cinnamomum sintoc,Open Tree of Life Reference Taxonomy,0.988
Cinnamomum sintoc,Cinnamomum sintoc,Cinnamomum sintoc Blume,GBIF Backbone Taxonomy,0.988
Cinnamomum sintoc,Cinnamomum sintoc,Cinnamomum sintoc Blume,Tropicos - Missouri Botanical Garden,0.988
Cinnamomum sintoc,Cinnamomum sintoc,Cinnamomum sintoc Blume,uBio NameBank,0.988
Circus melanoleucus,Circus melanoleucus,Circus melanoleucus,Index to Organism Names,0.988
Circus melanoleucus,Circus melanoleucus,Circus melanoleucus,uBio NameBank,0.988
Circus melanoleucus,Circus melanoleucus,Circus melanoleucus,MCZbase,0.988
Circus melanoleucus,Circus melanoleucus,"Circus melanoleucus (Pennant, 1769)",BioLib.cz,0.988
Circus melanoleucus,Circus melanoleucus,Circus melanoleucus juv.,Index to Organism Names,0.988
Citronela paniculata,Citronela paniculata,Citronella paniculata (Mart.) R.A.Howard,Catalogue of Life - June 2021,0.75
Citronela paniculata,Citronela paniculata,Citronella paniculata (Mart.) R.A.Howard,Wikispecies,0.75
Citronela paniculata,Citronela paniculata,Citronella paniculata,National Center for Biotechnology Information,0.75
Citronela paniculata,Citronela paniculata,Citronella paniculata (Mart.) R. A. Howard,GRIN Taxonomy for Plants,0.75
Citronela paniculata,Citronela paniculata,Citronella paniculata (Mart.) R.A.Howard R.A.Howard (Mart.),GBIF Backbone Taxonomy,0.75
Citronela paniculata,Citronela paniculata,Citronella paniculata,Encyclopedia of Life,0.75
Citronela paniculata,Citronela paniculata,Citronella paniculata (Mart.) R. A. Howard,Catalogue of Vascular Plant Species of Central and Northeastern Brazil,0.75
Citronela paniculata,Citronela paniculata,Citronella paniculata (Mart.) R.A. Howard,Tropicos - Missouri Botanical Garden,0.75
Citronela paniculata,Citronela paniculata,Citronella paniculata (Mart.) R.A.Howard,The International Plant Names Index,0.75
Citronela paniculata,Citronela paniculata,Citronella paniculata (Mart.) R.A. Howard,uBio NameBank,0.75
Citronela paniculata,Citronela paniculata,Citronella paniculata,uBio NameBank,0.75
Citronela paniculata,Citronela paniculata,Citronella paniculata,Arctos,0.75
Citronela paniculata,Citronela paniculata,Citronella paniculata,Open Tree of Life Reference Taxonomy,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,"Cleidopus gloriamaris De Vis, 1882",Catalogue of Life - June 2021,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,"Cleidopus gloriamaris De Vis, 1882",Wikispecies,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,"Cleidopus gloriamaris De Vis, 1882",Integrated Taxonomic Information SystemITIS,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,Cleidopus gloriamaris,National Center for Biotechnology Information,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,"Cleidopus gloriamaris De Vis, 1882",Union 4,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,"Cleidopus gloriamaris De Vis, 1882",The Interim Register of Marine and Nonmarine Genera,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,"Cleidopus gloriamaris De Vis, 1882",World Register of Marine Species,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,Cleidopus gloriamaris,Freebase,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,"Cleidopus gloriamaris De Vis, 1882",GBIF Backbone Taxonomy,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,Cleidopus gloriamaris,Encyclopedia of Life,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,"Cleidopus gloriamaris De Vis, 1882",Wikipedia in EOL,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,Cleidopus gloriamaris De Vis 1882,Catalog of Fishes,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,"Cleidopus gloriamaris De Vis, 1882",FishBase,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,Cleidopus gloriamaris,CU*STAR,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,Cleidopus gloriamaris De Vis 1882,Bishop Museum,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,Cleidopus gloriamaris De Vis 1882 sec. Eschmeyer 2004,Bishop Museum,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,Cleidopus gloriamaris De Vis 1882 sec. Whitley 1931,Bishop Museum,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,"Cleidopus gloriamaris De Vis, 1882",BioLib.cz,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,"Cleidopus gloriamaris De Vis, 1882",nlbif,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,Cleidopus gloriamaris,Index to Organism Names,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,Cleidopus gloriamaris De Vis 1883,Index to Organism Names,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,"Cleidopus gloriamaris De Vis, 1882",uBio NameBank,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,Cleidopus gloriamaris,uBio NameBank,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,Cleidopus gloriamaris,Arctos,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,Cleidopus gloriamaris,FishBase Cache,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,Cleidopus gloriamaris,Open Tree of Life Reference Taxonomy,0.75
Cleidopus gloriamanis,Cleidopus gloriamanis,"Cleidopus gloriamaris De Vis, 1882",MCZbase,0.75
Clinocottus auticeps,Clinocottus auticeps,Clinocottus auticeps,OBIS,0.988
Clinocuttus acuticeps,Clinocuttus acuticeps,"Clinocottus acuticeps (Gilbert, 1896)",Catalogue of Life - June 2021,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,"Clinocottus acuticeps (Gilbert, 1896)",Integrated Taxonomic Information SystemITIS,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,Clinocottus acuticeps,National Center for Biotechnology Information,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,"Clinocottus acuticeps (Gilbert, 1896)",Union 4,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,"Clinocottus acuticeps (Gilbert, 1896)",The Interim Register of Marine and Nonmarine Genera,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,"Clinocottus acuticeps (Gilbert, 1896)",World Register of Marine Species,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,"Clinocottus acuticeps (Gilbert, 1896)",GBIF Backbone Taxonomy,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,Clinocottus acuticeps,Encyclopedia of Life,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,"Clinocottus acuticeps Gilbert, 1896 Gilbert 1896",Freshwater Animal Diversity Assessment - Normalized export,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,Clinocottus acuticeps (Gilbert 1896),Catalog of Fishes,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,"Clinocottus acuticeps (Gilbert, 1896)",FishBase,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,"Clinocottus acuticeps (Gilbert, 1896)",EUNIS,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,Clinocottus acuticeps,CU*STAR,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,"Clinocottus acuticeps (Gilbert, 1896)",BioLib.cz,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,"Clinocottus acuticeps (Gilbert, 1896)",nlbif,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,Clinocottus acuticeps,Index to Organism Names,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,"Clinocottus acuticeps (Gilbert, 1896)",uBio NameBank,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,Clinocottus acuticeps,uBio NameBank,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,Clinocottus acuticeps,Arctos,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,Clinocottus acuticeps,FishBase Cache,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,Clinocottus acuticeps,Open Tree of Life Reference Taxonomy,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,"Clinocottus acuticeps (Gilbert, 1896)",MCZbase,0.75
Clinocuttus acuticeps,Clinocuttus acuticeps,Clinocottus auticeps,OBIS,0.75
Clinstomus funduloides,Clinstomus funduloides,"Clinostomus funduloides Girard, 1856",Catalogue of Life - June 2021,0.75
Clinstomus funduloides,Clinstomus funduloides,"Clinostomus funduloides Girard, 1856",Integrated Taxonomic Information SystemITIS,0.75
Clinstomus funduloides,Clinstomus funduloides,Clinostomus funduloides,National Center for Biotechnology Information,0.75
Clinstomus funduloides,Clinstomus funduloides,"Clinostomus funduloides Girard, 1856",Union 4,0.75
Clinstomus funduloides,Clinstomus funduloides,"Clinostomus funduloides Girard, 1856",The Interim Register of Marine and Nonmarine Genera,0.75
Clinstomus funduloides,Clinstomus funduloides,"Clinostomus funduloides Girard, 1856",World Register of Marine Species,0.75
Clinstomus funduloides,Clinstomus funduloides,Clinostomus funduloides,Freebase,0.75
Clinstomus funduloides,Clinstomus funduloides,"Clinostomus funduloides Girard, 1856",GBIF Backbone Taxonomy,0.75
Clinstomus funduloides,Clinstomus funduloides,Clinostomus funduloides,Encyclopedia of Life,0.75
Clinstomus funduloides,Clinstomus funduloides,"Clinostomus funduloides Girard, 1856 Girard 1856",Freshwater Animal Diversity Assessment - Normalized export,0.75
Clinstomus funduloides,Clinstomus funduloides,Clinostomus funduloides Girard 1856,Catalog of Fishes,0.75
Clinstomus funduloides,Clinstomus funduloides,"Clinostomus funduloides Girard, 1856",FishBase,0.75
Clinstomus funduloides,Clinstomus funduloides,Clinostomus funduloides,CU*STAR,0.75
Clinstomus funduloides,Clinstomus funduloides,Clinostomus funduloides Girard 1856,Bishop Museum,0.75
Clinstomus funduloides,Clinstomus funduloides,Clinostomus funduloides Girard 1856 sec. Eschmeyer 2004,Bishop Museum,0.75
Clinstomus funduloides,Clinstomus funduloides,"Clinostomus funduloides Girard, 1856",IUCN Red List of Threatened Species,0.75
Clinstomus funduloides,Clinstomus funduloides,"Clinostomus funduloides Girard, 1856",BioLib.cz,0.75
Clinstomus funduloides,Clinstomus funduloides,"Clinostomus funduloides Girard, 1856",nlbif,0.75
Clinstomus funduloides,Clinstomus funduloides,Clinostomus funduloides,Index to Organism Names,0.75
Clinstomus funduloides,Clinstomus funduloides,Clinostomus funduloides Girard,Index to Organism Names,0.75
Clinstomus funduloides,Clinstomus funduloides,Clinostomus funduloides (Girard 1856),Index to Organism Names,0.75
Clinstomus funduloides,Clinstomus funduloides,"Clinostomus funduloides Girard, 1856",uBio NameBank,0.75
Clinstomus funduloides,Clinstomus funduloides,Clinostomus funduloides,uBio NameBank,0.75
Clinstomus funduloides,Clinstomus funduloides,Clinostomus funduloides,Arctos,0.75
Clinstomus funduloides,Clinstomus funduloides,Clinostomus funduloides,FishBase Cache,0.75
Clinstomus funduloides,Clinstomus funduloides,Clinostomus funduloides,Open Tree of Life Reference Taxonomy,0.75
Clinstomus funduloides,Clinstomus funduloides,"Clinostomus funduloides Girard, 1856",MCZbase,0.75
Clinstomus funduloides,Clinstomus funduloides,Clinostomus funduloiden,Index to Organism Names,0.75
Coccoloba manzinellensis,Coccoloba manzinellensis,Coccoloba manzinellensis,National Center for Biotechnology Information,0.988
Coccoloba manzinellensis,Coccoloba manzinellensis,Coccoloba manzinellensis,Encyclopedia of Life,0.988
Coccoloba manzinellensis,Coccoloba manzinellensis,Coccoloba manzinellensis,uBio NameBank,0.988
Coccoloba manzinellensis,Coccoloba manzinellensis,Coccoloba manzinellensis,Arctos,0.988
Coccoloba manzinellensis,Coccoloba manzinellensis,Coccoloba manzinellensis,Open Tree of Life Reference Taxonomy,0.988
Coccoloba manzinellensis,Coccoloba manzinellensis,Coccoloba manzinellensis Beurl.,Wikispecies,0.988
Coccoloba manzinellensis,Coccoloba manzinellensis,Coccoloba manzinellensis Beurl.,GRIN Taxonomy for Plants,0.988
Coccoloba manzinellensis,Coccoloba manzinellensis,Coccoloba manzinellensis Beurl.,GBIF Backbone Taxonomy,0.988
Coccoloba manzinellensis,Coccoloba manzinellensis,Coccoloba manzinellensis Beurl.,Tropicos - Missouri Botanical Garden,0.988
Coccoloba manzinellensis,Coccoloba manzinellensis,Coccoloba manzinellensis Beurl.,The International Plant Names Index,0.988
Coccoloba manzinellensis,Coccoloba manzinellensis,Coccoloba manzinellensis Beurl.,uBio NameBank,0.988
Coelorinchus coelorinchus,Coelorinchus coelorinchus,Coelorinchus coelorinchus,MCZbase,0.988
Colaptes auratus auratus,Colaptes auratus auratus,Colaptes auratus auratus,Encyclopedia of Life,0.999
Colaptes auratus auratus,Colaptes auratus auratus,Colaptes auratus auratus,/home/dimus/files/dwca/clemens.zip,0.999
Colaptes auratus auratus,Colaptes auratus auratus,Colaptes auratus auratus,BioLib.cz,0.999
Colaptes auratus auratus,Colaptes auratus auratus,Colaptes auratus auratus,Index to Organism Names,0.999
Colaptes auratus auratus,Colaptes auratus auratus,Colaptes auratus auratus,uBio NameBank,0.999
Colaptes auratus auratus,Colaptes auratus auratus,Colaptes auratus auratus,Arctos,0.999
Colaptes auratus auratus,Colaptes auratus auratus,Colaptes auratus auratus,iNaturalist,0.999
Colaptes auratus auratus,Colaptes auratus auratus,Colaptes auratus auratus,The eBird/Clements Checklist of Birds of the World,0.999
Colaptes auratus auratus,Colaptes auratus auratus,"Colaptes auratus auratus (Linnaeus, 1758)",Catalogue of Life - June 2021,0.999
Colaptes auratus auratus,Colaptes auratus auratus,"Colaptes auratus auratus (Linnaeus, 1758)",Integrated Taxonomic Information SystemITIS,0.999
Colaptes auratus auratus,Colaptes auratus auratus,"Colaptes auratus auratus (Linnaeus, 1758)",GBIF Backbone Taxonomy,0.999
Colaptes auratus auratus,Colaptes auratus auratus,"Colaptes auratus auratus (Linnaeus, 1758)",nlbif,0.999
Colaptes auratus auratus,Colaptes auratus auratus,Colaptes auratus auratus x C. a. cafer,Index to Organism Names,0.999
Colaptes auratus auratus,Colaptes auratus auratus,"Colaptes auratus auratus (Linnaeus, 1758)",uBio NameBank,0.999
Colaptes auratus auratus,Colaptes auratus auratus,"Colaptes auratus subsp. auratus (Linnaeus, 1758)",uBio NameBank,0.999
Colaptes auratus auratus,Colaptes auratus auratus,Colaptes auratus subsp. auratus,uBio NameBank,0.999
Colaptes auratus auratus,Colaptes auratus auratus,"Colaptes auratus auratus (Linnaeus, 1758)",MCZbase,0.999
Columba fasciata,Columba fasciata,Columba fasciata,Encyclopedia of Life,0.988
Columba fasciata,Columba fasciata,Columba fasciata,CU*STAR,0.988
Columba fasciata,Columba fasciata,Columba fasciata,IUCN Red List of Threatened Species,0.988
Columba fasciata,Columba fasciata,Columba fasciata,Index to Organism Names,0.988
Columba fasciata,Columba fasciata,Columba fasciata,uBio NameBank,0.988
Columba fasciata,Columba fasciata,Columba fasciata,Arctos,0.988
Columba fasciata,Columba fasciata,Columba fasciata,Index Animalium,0.988
Columba fasciata,Columba fasciata,"Columba fasciata Say, 1822",Catalogue of Life - June 2021,0.988
Columba fasciata,Columba fasciata,"Columba fasciata Say, 1822",Integrated Taxonomic Information SystemITIS,0.988
Columba fasciata,Columba fasciata,"Columba fasciata Say, 1823",Union 4,0.988
Columba fasciata,Columba fasciata,"Columba fasciata Say, 1823",The Interim Register of Marine and Nonmarine Genera,0.988
Columba fasciata,Columba fasciata,"Columba fasciata Say, 1822",GBIF Backbone Taxonomy,0.988
Columba fasciata,Columba fasciata,"Columba fasciata Say, 1823",BioLib.cz,0.988
Columba fasciata,Columba fasciata,Columba fasciata James 1823,Index to Organism Names,0.988
Columba fasciata,Columba fasciata,Columba fasciata Say in Long 1823,Index to Organism Names,0.988
Columba fasciata,Columba fasciata,"Columba fasciata Say, 1823",uBio NameBank,0.988
Columba fasciata,Columba fasciata,Columba fasciata James 1823,uBio NameBank,0.988
Columba fasciata,Columba fasciata,Columba fasciata (Say 1822),The Paleobiology Database,0.988
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus L.,Catalogue of Life - June 2021,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus,Wikispecies,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus L.,Integrated Taxonomic Information SystemITIS,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus,National Center for Biotechnology Information,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus L.,GRIN Taxonomy for Plants,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus L.,Union 4,0.75
Conacarpus erectus,Conacarpus erectus,"Conocarpus erectus Linnaeus, 1753",The Interim Register of Marine and Nonmarine Genera,0.75
Conacarpus erectus,Conacarpus erectus,"Conocarpus erectus Linnaeus, 1753",World Register of Marine Species,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus,Freebase,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus L.,GBIF Backbone Taxonomy,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus,Encyclopedia of Life,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus L.,Catalogue of Vascular Plant Species of Central and Northeastern Brazil,0.75
Conacarpus erectus,Conacarpus erectus,"Conocarpus erectus L., 1753",Wikipedia in EOL,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus L.,USDA NRCS PLANTS Database,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus,CU*STAR,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus L.,IUCN Red List of Threatened Species,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus L.,BioLib.cz,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus L.,Tropicos - Missouri Botanical Garden,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus L.,nlbif,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus L.,The International Plant Names Index,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus,The International Plant Names Index,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus L.,uBio NameBank,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus,uBio NameBank,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus,Arctos,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus,FishBase Cache,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus,Open Tree of Life Reference Taxonomy,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus,iNaturalist,0.75
Conacarpus erectus,Conacarpus erectus,"Conocarpus erectus Linnaeus, 1753",PLAZI treatments,0.75
Conacarpus erectus,Conacarpus erectus,Conocarpus erectus Linnaeus 1753,PLAZI treatments,0.75
Contopus borealis,Contopus borealis,Contopus borealis,IUCN Red List of Threatened Species,0.988
Contopus borealis,Contopus borealis,Contopus borealis,Index to Organism Names,0.988
Contopus borealis,Contopus borealis,Contopus borealis,uBio NameBank,0.988
Contopus borealis,Contopus borealis,Contopus borealis,Arctos,0.988
Contopus borealis,Contopus borealis,Contopus borealis,BirdLife International,0.988
Contopus borealis,Contopus borealis,"Contopus borealis (Swainson, 1832)",Catalogue of Life - June 2021,0.988
Contopus borealis,Contopus borealis,"Contopus borealis (Swainson, 1832)",Integrated Taxonomic Information SystemITIS,0.988
Contopus borealis,Contopus borealis,"Contopus borealis (Swainson, 1832)",The Interim Register of Marine and Nonmarine Genera,0.988
Contopus borealis,Contopus borealis,"Contopus borealis (Swainson, 1832)",World Register of Marine Species,0.988
Contopus borealis,Contopus borealis,"Contopus borealis (Swainson, 1832)",GBIF Backbone Taxonomy,0.988
Contopus borealis,Contopus borealis,"Contopus borealis (Swainson, 1832)",BioLib.cz,0.988
Contopus borealis,Contopus borealis,"Contopus borealis (Swainson, 1832)",uBio NameBank,0.988
Contopus borealis,Contopus borealis,"Contopus borealis (Swainson, 1832)",MCZbase,0.988
Contopus spec,Contopus spec,"Contopus Cabanis, 1855",Catalogue of Life - June 2021,0.75
Contopus spec,Contopus spec,"Contopus Gemminger & Harold, 1868",Catalogue of Life - June 2021,0.75
Contopus spec,Contopus spec,"Contopus Cabanis, 1855",Wikispecies,0.75
Contopus spec,Contopus spec,"Contopus Cabanis, 1855",Integrated Taxonomic Information SystemITIS,0.75
Contopus spec,Contopus spec,"Contopus Gemminger and Harold, 1868",Integrated Taxonomic Information SystemITIS,0.75
Contopus spec,Contopus spec,Contopus,National Center for Biotechnology Information,0.75
Contopus spec,Contopus spec,Contopus Cabanis 1855,Union 4,0.75
Contopus spec,Contopus spec,"Contopus Cabanis, 1855",The Interim Register of Marine and Nonmarine Genera,0.75
Contopus spec,Contopus spec,"Contopus Gemminger & Harold, 1868",The Interim Register of Marine and Nonmarine Genera,0.75
Contopus spec,Contopus spec,"Contopus Cabanis, 1855",World Register of Marine Species,0.75
Contopus spec,Contopus spec,Contopus,Freebase,0.75
Contopus spec,Contopus spec,"Contopus Cabanis, 1855",GBIF Backbone Taxonomy,0.75
Contopus spec,Contopus spec,"Contopus Gemminger & Harold, 1868",GBIF Backbone Taxonomy,0.75
Contopus spec,Contopus spec,Contopus,Encyclopedia of Life,0.75
Contopus spec,Contopus spec,Contopus,Birds of the World: Recommended English Names,0.75
Contopus spec,Contopus spec,"Contopus Cabanis, 1855",Wikipedia in EOL,0.75
Contopus spec,Contopus spec,Contopus,CU*STAR,0.75
Contopus spec,Contopus spec,"Contopus Cabanis, 1855",BioLib.cz,0.75
Contopus spec,Contopus spec,Contopus,Index to Organism Names,0.75
Contopus spec,Contopus spec,Contopus Cabanis 1855,Index to Organism Names,0.75
Contopus spec,Contopus spec,Contopus s. sordidulus x Contopus musicus,Index to Organism Names,0.75
Contopus spec,Contopus spec,Contopus s. amplus,Index to Organism Names,0.75
Contopus spec,Contopus spec,Contopus s. saturates,Index to Organism Names,0.75
Contopus spec,Contopus spec,Contopus s. siccicola,Index to Organism Names,0.75
Contopus spec,Contopus spec,Contopus s. vettei,Index to Organism Names,0.75
Contopus spec,Contopus spec,Contopus s. siccicola Burleigh 1960,Index to Organism Names,0.75
Contopus spec,Contopus spec,Contopus Cabanis nec Marseul,Index to Organism Names,0.75
Contopus spec,Contopus spec,Contopus Gemminger & Harold 1868,Index to Organism Names,0.75
Contopus spec,Contopus spec,Contopus,uBio NameBank,0.75
Contopus spec,Contopus spec,Contopus Cabanis 1855,uBio NameBank,0.75
Contopus spec,Contopus spec,Contopus Gemminger & Harold 1868,uBio NameBank,0.75
Contopus spec,Contopus spec,Contopus,Arctos,0.75
Contopus spec,Contopus spec,Contopus,Open Tree of Life Reference Taxonomy,0.75
Contopus spec,Contopus spec,Contopus,iNaturalist,0.75
Copaifera protium,Copaifera protium,Copaifera,Catalogue of Life - June 2021,0.75
Copaifera protium,Copaifera protium,Copaifera,Wikispecies,0.75
Copaifera protium,Copaifera protium,Copaifera L.,Integrated Taxonomic Information SystemITIS,0.75
Copaifera protium,Copaifera protium,Copaifera,National Center for Biotechnology Information,0.75
Copaifera protium,Copaifera protium,Copaifera L.,GRIN Taxonomy for Plants,0.75
Copaifera protium,Copaifera protium,Copaifera,Union 4,0.75
Copaifera protium,Copaifera protium,"Copaifera Linnaeus, 1762",The Interim Register of Marine and Nonmarine Genera,0.75
Copaifera protium,Copaifera protium,Copaifera,Freebase,0.75
Copaifera protium,Copaifera protium,Copaifera L.,GBIF Backbone Taxonomy,0.75
Copaifera protium,Copaifera protium,Copaifera,Encyclopedia of Life,0.75
Copaifera protium,Copaifera protium,Copaifera,Catalogue of Vascular Plant Species of Central and Northeastern Brazil,0.75
Copaifera protium,Copaifera protium,Copaifera L.,USDA NRCS PLANTS Database,0.75
Copaifera protium,Copaifera protium,Copaifera,CU*STAR,0.75
Copaifera protium,Copaifera protium,Copaifera L.,BioLib.cz,0.75
Copaifera protium,Copaifera protium,Copaifera L.,Tropicos - Missouri Botanical Garden,0.75
